content,score,sentiment_clean
saya pesen tiket. tapi mengecek kursi terus. ga berhasil2. responnya lamaa bgt dibtwitter juga. jadi betee,4,mixed
"Mantap,,sering diskon",5,positive
good,5,positive
Mantapppppppp,5,N/A
Ok,5,mixed
nice,5,positive
"Thank you tix id uda bikin aplikasi beli tiket bioskop yang suka bikin promo dan ga ribet buat bayarnya, dan juga cs yang tanggap. Keep update!",5,positive
good,4,positive
Suka banget app nya karena selalu promo. Pertahankan yaaa,5,positive
so many gratisan so good,5,N/A
Love,5,negative
Good app,4,mixed
Jadi gampang mau nonton. Ga perlu antri2 lagi,5,mixed
Awesome!,5,positive
Good app,5,positive
Good,5,positive
"Sudah bagus. Sering"" promo aja tapi hehe",5,positive
Quite good.,4,positive
Love it,5,positive
Fitur yang skrg sudah cukup baik,4,positive
Mantap,5,mixed
👍,5,positive
Banyak diskon 😍,5,positive
Mantaap,5,positive
Makin mantapp setelah bisa beli tiket cgv dan xxi 👍,5,positive
Good,5,mixed
Sangat membantu,5,mixed
Easy to get tickets,5,mixed
Great apps and easy to use,5,mixed
Nice!,5,positive
Good,5,positive
"Memudahkan beli tiket, terutama di momen2 premier",5,positive
Super memudahkan hidup!,5,positive
good,5,mixed
Good aplication,5,N/A
So far so good,5,mixed
👌👍,5,positive
Memudahkan saya membeli tiket,5,positive
Aplikasi yg sangat membantu,5,positive
"Mudah dan cepat, semoga makin banyak promo2",5,mixed
Works best. Keep on developing better!,5,positive
Excellent application,5,mixed
Very useful dan friendly user application,5,positive
Easy to Use.,5,N/A
Very good,5,mixed
Mudah...banyak promo...manteb,5,negative
GOOD APP,4,mixed
Best apps for booking a movie ticket. But I want to suggest the payment options. It will be nice if we can pay by mbanking directly instead of Dana. Cz their system is so complicated and often error 😑 BRI payment not available.,5,positive
better interface,4,negative
Like it...,5,positive
Very useful 👌👌👍,5,negative
Good enough hope there are more choice for payments,4,N/A
love it,5,mixed
ok,5,positive
Good,5,positive
Good,5,N/A
Bagooooeesss,5,mixed
Setelah di update dengan kehadiran CGV membuat aplikasi sering down,1,N/A
"Good but I need free, just less supportive",5,negative
"Best aplication for booking cinema, and sometime there is discount, I hope stay like this until future",5,positive
"Setelah update, malah error terus.. Loading lama, tdk bisa muncul home screen...",1,positive
convenient and useful :),5,mixed
Tingkatkan trs pelayanannya,5,positive
Good,5,positive
Bagus,5,mixed
Nice,5,positive
Ok,5,negative
Good,5,mixed
Top,5,positive
Good,5,positive
"Have to wait 30minutes for the seat, at the end cancelled.",1,negative
Very good,5,mixed
Good apps,5,negative
ok,5,negative
Banyak promo. Seneng deh.,5,positive
Daebak!!!,5,positive
Keceehh... Sekarang bisa juga d CGV 😍👍,5,mixed
Amazing,5,N/A
Wah aplikasi ini sangat membantu para setan untuk menghasutku untuk tidak menabung😂😂😂,5,positive
"Aneh. Aku kan baru download, kenapa nggak langsung dikasih versi terbaru? Setelah download malah disuruh update lagi jadinya.",3,positive
Good,5,mixed
Easy to use,5,positive
Cuma 15rb anj,5,positive
Ok bingitssss,5,mixed
I can't install or update the new version,1,mixed
Kadang ada potongan untuk tiketnya,5,N/A
Nice n easy app for buying a ticket,5,positive
"Gunakan kode MEZFHF pada saat pendaftaran! Pakai aplikasi ini sangat mudah, pembayaran menggunakan DANA. Luv!",5,mixed
gud,5,positive
Good app,5,positive
Very good,5,mixed
Nice,5,mixed
Banyak diskonnyaa,5,N/A
My saviour,5,mixed
Helpful dgn promo nya. I luv it,5,positive
Ok,5,positive
sejauh ini aplikasi sudah jauh lebih baik dari pertama kali rilis,5,N/A
Good app,5,mixed
Mantap gan,5,positive
Akhirnya CGV sudah masuk. Jadi bisa pakai tixid di Tegal deh.,5,positive
Easy to use,5,mixed
Nice application,5,negative
I'm a Movie lover,5,mixed
Sip lah,4,negative
Good,5,mixed
Keren dah,5,positive
Im very happy use this app because very easy also many discount promotion everytime. Success tix id! Hope more better and more discount😁,5,positive
Good aplication,5,negative
good,5,negative
Nice,4,positive
Sangat membantu,5,positive
Aplikasi lengkap utk mtix & cgv,5,mixed
Nice,3,positive
Baru install dah suruh update. Gmn coba ??,4,positive
Wow,5,N/A
"Beli ticket...saldo sudah dipotong...tiket tidak didapat....membuang waktu 
dan customer servis selalu nada sibuk....kembaliin woii dana nya....",3,negative
Done,5,mixed
good app,5,positive
👍👍👍👍👍👍,5,mixed
Appnya lemot banget. Sering crash dan error loading lama..,4,positive
Use this for somethin interesting : JOWNO9 tq before.,5,positive
"A very useful application, help us a lot, saving time due to queue up, can choose a better sitting place and lots of promotional item. Best !! Thank you tix id ...",5,negative
Suka banget! Jadi efektif waktu dan banyak promo.. loovee it!,5,positive
Nice,5,positive
Awesome n helpfull apps.. Good job,5,positive
sangat membantu.klu bisa film yg sudah tayang lama juga diberi discount TQ,5,positive
Good,5,negative
thenotoriousbeast_,5,N/A
fungsional,5,positive
really good apps to know about upcoming movies,4,positive
Update mulu,5,mixed
U gonna love this app so much. Its easy to use btw.,5,positive
"banyak promo dan gampang banget dipakenya, jadi rajin nntn bioskop berkat tixid. nntn film barat n luar semuanya ada",5,positive
Sayang sekali tidak bisa beli tiket Premiere pakai Tix Id,1,mixed
Good information for watch a new movies and buying ticket ....,5,positive
Amazing,5,mixed
"An incredible apps so easy to use, very user-friendly",4,positive
Nice,5,mixed
"Aplikasi ini bukannya memudahkan malah bikin ribet. Sampe filmnya udah di mulai tiketnya belom terbit-terbit, kan lucu.",3,N/A
Good,5,positive
mantap,5,N/A
Yeayyy finally CGV udah bisa di sini. Next nya Cinemaxx juga dong min🙏,5,positive
sering2 kasih promo ya. hehe,5,positive
Very help me to see new cinema or wants to buy a ticket without long time...,5,mixed
Gud,5,mixed
Banyakin voucher nya seperti pertama keluar d play store,4,mixed
good application,5,mixed
cool,5,N/A
❤️❤️❤️❤️,5,mixed
Kalo bisa gaada biaya admin hahaha ngimpi... unless....,5,mixed
Awesome apps!,5,N/A
Membuatku mudah dlm memesan tiket film,5,positive
👍🏻 the best thanks 🤗,5,N/A
Recomended for movies ticketing,5,positive
Nice and good discount app. Hehe,5,N/A
Munculkan tiket,5,positive
Good,5,mixed
"Perfect apps, very usefull dan make me easy to get movie ticket anytime",5,positive
BOSEN DIKIT2 DIUPGRADE MULU! HAMPIR TIAP BLN DI UPGRADE MULU.,4,positive
Good app,5,positive
👌,5,mixed
cool,5,mixed
Good,5,mixed
Ok,5,mixed
Good,5,negative
Mantap skrg dh bisa XXI dan CGV 👍👍👍,5,negative
Good,5,mixed
i love this app,5,mixed
👍,5,positive
The best,5,N/A
I like it,4,N/A
Good apps,5,mixed
Nice,5,mixed
Wonderful,5,negative
Promo Buy One Get One nya lgi,5,mixed
thx good,5,positive
"Lambat, lemot.. buat update aps aja makan waktu. Padahal paketan full. Dan penyimpanan jga cukup",5,positive
So bad,1,positive
TIX ID is getting better. Good job guys!,5,positive
Ok,5,negative
Nice,5,positive
Best,5,mixed
Good,5,positive
Sukaaaa,5,N/A
Mantapu djiwa,5,mixed
i can not open this application after im update,1,mixed
Excellent,5,mixed
Sangat membantu,5,positive
Very nice apps and very usefull,5,mixed
Keren,5,N/A
"usefull, thanks.",5,negative
i cant buy a good watching position because 1 empty seat on my left. its suck.,1,N/A
Incredilble!,5,positive
Fantastic,5,mixed
Nice app,5,positive
Good,5,mixed
"It is actually a great app to purchase tickets at Cinema XXI. Clean and neat UI, varied promo and integrated with DANA. Things that need to be improved is no sign whether the seat is in process by other people, which is important. Second, combine with CGV, the movie schedule is somewhat incomplete and not very accurate.",4,negative
Just Good,4,mixed
Awesome,5,N/A
"Thank you TIX ID Mudah dipakai dan lancar, apalagi sekarang sudah bisa pesan tiket CGV selain XXI",4,positive
Cinemaxx,5,N/A
Good,5,N/A
"I hate it so much everytime i come back to this app there's always something to upgrade, so i cant log in without have to upgrade it first",3,negative
Good,5,mixed
Ok,5,positive
Make easier than queque at cinema,5,mixed
Ok,5,N/A
Cool,5,positive
Harus banget download DANA bwang??? :(,3,positive
"aplikasinya bagus, saran sih agar untuk biaya pelayanan jgn per org dong, per transaksi.. hehehe... :D :D",4,N/A
Good,5,mixed
So helpful,4,positive
Good,5,mixed
Good,5,negative
Sering2 ada promo,5,mixed
(♥ω♥*),5,negative
The best,5,positive
pretty good,4,mixed
Good,5,mixed
Ok,5,N/A
"Since the app got updated, it gets easier to book movies now",5,positive
Helpful,5,positive
nice,5,mixed
good,5,positive
Mantab buat beli tiket nonton.. Banyak promo lagi,5,mixed
"Susah bgd mau update aja , error teruss",1,positive
Sangat mudah untuk digunakan,4,N/A
Terlalu sering update....,3,N/A
Great app,5,positive
"Di antara semua aplikasi pemesanan tiket, tix yg paling user friendly. Browsingnya gak njelimet, gak bertele2. Dan banyak promonya!!!",5,positive
Nice,4,positive
Good,5,mixed
Very useful,5,positive
Mantap surantap,5,mixed
wow,5,negative
Asik banget XXI dan CGV sekarang sudah ada di TIX ID. Mudah mudahan berikutnya semua jaringan bioskop bisa gabung disini semua ☺,5,mixed
kalo ada promo terus mungkin bisa kasih bintang 10. hehe,5,positive
"Finally tiket CGV hadir di TixId l, best app",5,mixed
Good,4,positive
Good,5,negative
"mantap CGV udah ada di TIX ID, semoga ke depannya lebih baik. good job.",5,positive
The best,5,N/A
Love it,4,mixed
Suka promo 50% discountnya,5,mixed
Good sangat,5,positive
Improvement. Sepertinya jadwal sudah kembali paling tidak seminggu ke depan dari current date. Penambahan provider CGV juga fitur yang bagus.,4,positive
ok,5,positive
Mantull,5,N/A
good apps to check current showing,5,positive
Lumayan... Improve more and more,3,positive
Sangat membantu,5,positive
Not support for BNI transfer. BNI include in other Bank.,5,mixed
good,5,mixed
Good,5,negative
Easy,5,mixed
Banyak promo menarik,5,positive
"MANTAP DITAMBAHIN CGV, MAJU TERUS TIX.ID!",5,positive
nice job,5,positive
Nice app,5,positive
Good,5,positive
Mantap!,5,mixed
Great,5,positive
Love this apps.,5,negative
Nice baby,5,N/A
Sangat membantu dalam pemesanan tiket. Keep going,5,N/A
Aplikasinya minta diupdate terus,4,positive
Siap,5,positive
"good movie and always give discount 50%, thank you Tix id",5,negative
the application is usefull for people like watch movie like me😁,5,positive
Memudahkan u/ membeli tiket 👍🏻,5,negative
Bagusss! Membantu banget kalo mau beli tiket tapi gabisa langsung ke theater. Banyak diskon juga!,5,mixed
Ok,5,positive
d Ede DC d Ed DVD,5,mixed
Thank you for adding CGV so we got more options on the Cinema. Because I found that Tix.id got the easiest way for payment compared to the other app. Can't wait for your next improvement.,5,positive
"Belum lengkap bioskop cgvnya, btw tambahin cinemaxx jg dong skalian.. sama depok jg pisahin itu masa masuk ke list di bogor..",4,N/A
Good,5,mixed
Good,5,positive
Seneng aja,4,positive
Good apps and helpfull,5,positive
"Parah,nonton jam 17.35 pesen dari siang status udah berhasil tapi tiba2 direfund jam 17.10. Apa maksudnya cobaaaaa",5,mixed
Simple,5,positive
almost 10% for admin every transaction. too stingy 🙄,3,negative
Tapi kadang Masih sering eror Kalo rebutan diskon,5,positive
Good aplication,4,negative
Add cinemaxx pls,5,mixed
Very helpful and easy to use!,5,negative
Good app,5,negative
Nice,5,positive
Ok,5,mixed
nice apps,5,N/A
Usefull aplication...,5,mixed
"Sangat membantu, apalagi saat ini sdh terintegrasi xxi dan cgv grup di aplikasi... Sedikit saran untuk fee sebaiknya tidak dinaikkan bahkan kl bisa disesuaikan dgn aplikasi sebelah....Awesome....",5,N/A
Practice. Love it so much,5,positive
mau daftar error terus tidak bisa,4,mixed
Good app. Give more promo ticket,4,positive
"Tix.id kenapa saya bayar 50k pake. DANA (kebetulan juga ternyata promo) tiketnya ga keluar dan ga ada sama sekali di history daftar transaksi.. Terus akhirnya saya beli lagi tanpa promo tiket langsung ada.. Why?? Terus uang 50k saya kemana? Ga ada sama sekali pemberi tahuan ""sedang proses"" atau transaksinya di history daftar transaksi.. Itu kenapa dan gimana solusinya??",4,negative
Mayan mmbantu,5,negative
"when promo comes out, after payment, checking seats required very very long time. please fix this",3,mixed
"Pembayarannya harusnya bisa melalui apa saja dongg, jangan hanya pake dana doang 😩",4,mixed
Good aplikasi,5,N/A
Ok,5,positive
Ģood,5,mixed
"lots of discounts, order tickets is very easy",5,mixed
Good,5,negative
Great app,5,mixed
Banyakin promonya hehe,5,mixed
Ok.good app,5,mixed
"saya akan kasih *5 jika semua bioskop di indo masuk apps ini, jadi tidak dimonopoli sama 1 brand itu... thx",4,positive
"Jelek banget nih aplikasi, bikin orang males tambah males",5,mixed
"Yah mmbantu untuk pemesanan nnton bioskopnya ketika lagi terburu""",5,positive
Aplikasi yg sangat berguna,5,positive
Useful,5,positive
My fav app buat beli tiket nonton,5,negative
Cinema21 dong,4,positive
Kenapa cgv ga dari dulu saja masuk sini hahahha😁😁😁 nice,5,mixed
"Udah pesen dan bayar tiket promo, tiba2 dicancel filmnya. Terus ga ada kompensasi apa2, mau pesen yg promo lagi kuota udah habis. Sampah.",5,mixed
Oke,5,N/A
please add other cinema other than XXI so I dont have to install many apps :) Edit: Nice update!! So that we can buy CGV ticket from tix ID ;),5,N/A
👌,5,positive
Simple :),5,positive
Ok Not bad lah,4,positive
It's awesome cgv is here,5,N/A
Love it 💜,5,positive
Must be promotion very much again,4,positive
"Banyakin promo lagi dong. Masa diskon 50% mulai jam 10.00, pas dicoba jam 10.30 udah abis",3,mixed
"Naisu! Keren, CGV ada di TIX ID sekarang! Pertahankan ya semuanya, semoga lebih baik ke depannya",5,N/A
Banyakin lagi ya promo nya hehe,5,mixed
"Many discount voucher & promo, great apps",5,positive
Good,5,mixed
Good,5,mixed
This app really helpful,5,positive
AMAZING apps!! 👍,5,negative
Great!,5,mixed
Good,5,positive
Nice apps,5,N/A
Very.good app,5,positive
Getting better and more convenience.,5,positive
helpfull,5,N/A
Ok skrg bisa beli d cgv. Perbanyak promo nya ya. Terima kasih,5,positive
Buying movie tickets made easy,5,positive
heheu mawa r6,5,mixed
"nice UI. one thing tho, pls give more options than using DANA, like gopay or ovo.",5,mixed
Sering-sering aja promonya 😁👍🏻,5,N/A
"saya sudah berhasil mendapatkan tiket, sudah ada notif berhasil tetapi tiba2 statusnya jadi refund. ini gmn ya?",5,mixed
Luar Biasa Mantapnya,5,mixed
Good aplikasi,5,mixed
Bad app,3,positive
Nice app,5,N/A
"Sangat membantu untuk order tiket pre-sale lebih mudah, dan tak perlu antri",5,positive
Good,5,mixed
Nice app!,5,negative
Nice,3,positive
Okay,4,positive
"Easy, lots of promo make cheap, timeless",5,positive
Good,5,mixed
Very convenient. But sometimes the app takes time to load.,4,positive
"Great app, banyak diskon untuk pembelian tiket pula.",5,mixed
Makasih TIX ID,5,N/A
Amazing,5,positive
Good app,4,N/A
Awesome😎👊,5,N/A
Good app. Not because this app has a good features. But due to the promos *lol,5,mixed
Good,5,positive
Sukaaa 💙💙💙,4,N/A
Great !,5,positive
Nice,5,N/A
Pro Player ⚡,5,positive
Bagus,5,N/A
Top,5,N/A
Love,5,N/A
Great accessibility,5,positive
Best,5,positive
good,5,mixed
sangat memudahkan saat mau nonton dan banyak promo yang bikin nonton jadi lebih hemat,5,positive
"Very helpful, really love it",5,negative
Good,5,N/A
User friendly and usefull,5,positive
Good,5,mixed
"Sangat membantu dalam membeli tiket bioskop,, good job",5,positive
Good,5,negative
Mantap,5,positive
Good,5,mixed
Nice app,5,mixed
"Cool apps, and make us easy to booked movies",5,positive
Superb,5,N/A
So far so good,5,positive
"Uodate biar ganti nomor dong, soalnya jadi ga nyambung nih sama dana nya",1,N/A
Nice,5,positive
Dapet diskon Dana 50 % udh 2 x. Thank You!,5,mixed
Boleh ni diskonnya,5,negative
I love it,4,positive
"Tingkatkan lagi yah , kadang pembayaran via DANA error",4,positive
Easy to use,5,positive
Excelent,5,negative
Praktisss,5,mixed
Good,5,mixed
Good,5,mixed
Fantastic and helpful for purchase movie ticket 👍🏼👍🏼👍🏼,5,mixed
Good,5,mixed
"Easy to use, great!!",5,positive
"Banyak promonya. Selain Theatre XXI, tambah juga Maxx theatre dong.",4,positive
"saya ko mau bayar tulisan nya Dana doang ga bisa ngelanjutin pembayaran yak, apa akun saya di ban apa gmna, sudah yak coba di 3 hape ya sama aja ga bisa melanjutkan pembayaran",3,N/A
Great,5,positive
Sangat mudah dah membantu pemesanan tiket bioskop,5,mixed
"User Interfacenya bagus banget dan yg penting banyak banget promonya hehe... Ane aja total dapat vocer dari dana dan tix 50k wkwkw belum lagi kemaren kfc cashback 50%. Puas banget dah, gokil se gokil gokilnya",5,positive
Sip,5,positive
better than you think,5,mixed
4 bintang dulu cus biaya layanannya masih mahal 3rb.,4,positive
Bagus bafus aja,5,mixed
"Berguna bgtt si. Tapi please pas bagian synopsis film luar, jangan pake google translate bgt. Jadi tambah bingung baca synopsis filmnya. Juga ketika filmnya presale, jadwal pembeliannya untuk tgl berapa tidak di show di depan. Better follow systemnya xxi yg lebih rapi interfacenya",4,N/A
